原页码,菌株名称,DSM编号,提取的编号,WGS_ID,WGS_状态,WGS_文件,16S_ID,16S_状态,16S_文件
2139,Coprococcus hominis DSM 112732,DSM 112732,DSM 112732,GCF_040095115.1,成功,DSM_Coprococcus hominis DSM 112732_WGS_GCF_040095115.1.fasta,PP977840,成功,DSM_Coprococcus hominis DSM 112732_16S_PP977840.fasta
2139,Simplicillium lamellicola DSM 112735,DSM 112735,DSM 112735,,,,,,
2139,Cohnella sp. DSM 112742,DSM 112742,DSM 112742,GCF_014107495.1,成功,DSM_Cohnella sp. DSM 112742_WGS_GCF_014107495.1.fasta,,,
2139,Anaerorudis cellulosivorans DSM 112743,DSM 112743,DSM 112743,GCF_025943985.1,成功,DSM_Anaerorudis cellulosivorans DSM 112743_WGS_GCF_025943985.1.fasta,MW962254,成功,DSM_Anaerorudis cellulosivorans DSM 112743_16S_MW962254.fasta
2139,Lutispora saccharofermentans DSM 112749,DSM 112749,DSM 112749,GCF_024363565.1,成功,DSM_Lutispora saccharofermentans DSM 112749_WGS_GCF_024363565.1.fasta,MW962255,成功,DSM_Lutispora saccharofermentans DSM 112749_16S_MW962255.fasta
2140,Staphylococcus aureus DSM 112753,DSM 112753,DSM 112753,,,,,,
2140,Dictyobacter formicarum DSM 112755,DSM 112755,DSM 112755,,,,,,
2140,Ktedonospora  formicarum DSM 112756,DSM 112756,DSM 112756,,,,,,
2140,Aristaeella lactis DSM 112788,DSM 112788,DSM 112788,GCF_018118585.1,成功,DSM_Aristaeella lactis DSM 112788_WGS_GCF_018118585.1.fasta,ON706276,成功,DSM_Aristaeella lactis DSM 112788_16S_ON706276.fasta
2140,Aristaeella hokkaidonensis DSM 112795,DSM 112795,DSM 112795,GCF_018128945.1,成功,DSM_Aristaeella hokkaidonensis DSM 112795_WGS_GCF_018128945.1.fasta,NR_189244,成功,DSM_Aristaeella hokkaidonensis DSM 112795_16S_NR_189244.fasta
2140,Desulfobotulus pelophilus DSM 112796,DSM 112796,DSM 112796,GCF_026155325.1,成功,DSM_Desulfobotulus pelophilus DSM 112796_WGS_GCF_026155325.1.fasta,MW872673,成功,DSM_Desulfobotulus pelophilus DSM 112796_16S_MW872673.fasta
2140,Alteriqipengyuania abyssalis DSM 112810,DSM 112810,DSM 112810,GCF_019857185.1,成功,DSM_Alteriqipengyuania abyssalis DSM 112810_WGS_GCF_019857185.1.fasta,NR_181792,成功,DSM_Alteriqipengyuania abyssalis DSM 112810_16S_NR_181792.fasta
2140,Qipengyuania pacifica DSM 112811,DSM 112811,DSM 112811,GCA_965661095.1,成功,DSM_Qipengyuania pacifica DSM 112811_WGS_GCA_965661095.1.fasta,PV444512,成功,DSM_Qipengyuania pacifica DSM 112811_16S_PV444512.fasta
2140,Rhodobacteraceae (not further classified) DSM 112818,DSM 112818,DSM 112818,,,,,,
2140,Rhodobacteraceae (not further classified) DSM 112819,DSM 112819,DSM 112819,,,,,,
2140,Rhodobacteraceae (not further classified) DSM 112820,DSM 112820,DSM 112820,,,,,,
2140,Klebsiella pneumoniae DSM 112836,DSM 112836,DSM 112836,GCA_022060785.1,成功,DSM_Klebsiella pneumoniae DSM 112836_WGS_GCA_022060785.1.fasta,,,
2140,Klebsiella pneumoniae DSM 112838,DSM 112838,DSM 112838,,,,,,
2140,Klebsiella pneumoniae DSM 112839,DSM 112839,DSM 112839,,,,,,
2140,Mesorhizobium retamae DSM 112841,DSM 112841,DSM 112841,GCF_022347545.1,成功,DSM_Mesorhizobium retamae DSM 112841_WGS_GCF_022347545.1.fasta,NR_197669,成功,DSM_Mesorhizobium retamae DSM 112841_16S_NR_197669.fasta
2140,Klebsiella pneumoniae DSM 112847,DSM 112847,DSM 112847,,,,,,
2140,Philodulcilactobacillus myokonensis DSM 112857,DSM 112857,NBRC 115064;DSM 112857,GCF_027923585.1,成功,NBRC_Philodulcilactobacillus myokonensis DSM 112857_WGS_GCF_027923585.1.fasta,NR_189193,成功,NBRC_Philodulcilactobacillus myokonensis DSM 112857_16S_NR_189193.fasta
2140,Timaviella edaphica DSM 112876,DSM 112876,DSM 112876,,,,,,
2140,Timaviella edaphica DSM 112877,DSM 112877,DSM 112877,,,,NR_177920,成功,DSM_Timaviella edaphica DSM 112877_16S_NR_177920.fasta
2140,Crinalium magnum DSM 112878,DSM 112878,DSM 112878,,,,,,
2141,Phage (phagum) DSM 112879,DSM 112879,DSM 112879,,,,,,
2141,Phage (phagum) DSM 112880,DSM 112880,DSM 112880,,,,,,
2141,Phage (phagum) DSM 112881,DSM 112881,DSM 112881,,,,,,
2141,Phage (phagum) DSM 112882,DSM 112882,DSM 112882,,,,,,
2141,Phage (phagum) DSM 112883,DSM 112883,DSM 112883,,,,,,
2141,Phage (phagum) DSM 112884,DSM 112884,DSM 112884,,,,,,
2141,Phage (phagum) DSM 112885,DSM 112885,DSM 112885,,,,,,
2141,Phage (phagum) DSM 112886,DSM 112886,DSM 112886,,,,,,
2141,Phage (phagum) DSM 112887,DSM 112887,DSM 112887,,,,,,
2141,Phage (phagum) DSM 112888,DSM 112888,DSM 112888,,,,,,
2141,Phage (phagum) DSM 112889,DSM 112889,DSM 112889,,,,,,
2141,Phage (phagum) DSM 112890,DSM 112890,DSM 112890,,,,,,
2141,Phage (phagum) DSM 112891,DSM 112891,DSM 112891,,,,,,
2141,Phage (phagum) DSM 112892,DSM 112892,DSM 112892,,,,,,
2141,Phage (phagum) DSM 112893,DSM 112893,DSM 112893,,,,,,
2141,Phage (phagum) DSM 112894,DSM 112894,DSM 112894,,,,,,
2141,Phage (phagum) DSM 112895,DSM 112895,DSM 112895,,,,,,
2141,Phage (phagum) DSM 112896,DSM 112896,DSM 112896,,,,,,
2141,Phage (phagum) DSM 112897,DSM 112897,DSM 112897,,,,,,
2141,Phage (phagum) DSM 112898,DSM 112898,DSM 112898,,,,,,
2142,Phage (phagum) DSM 112899,DSM 112899,DSM 112899,,,,,,
2142,Phage (phagum) DSM 112900,DSM 112900,DSM 112900,,,,,,
2142,Phage (phagum) DSM 112901,DSM 112901,DSM 112901,,,,,,
2142,Phage (phagum) DSM 112902,DSM 112902,DSM 112902,,,,,,
2142,Phage (phagum) DSM 112903,DSM 112903,DSM 112903,,,,,,
2142,Phage (phagum) DSM 112904,DSM 112904,DSM 112904,,,,,,
2142,Phage (phagum) DSM 112905,DSM 112905,DSM 112905,,,,,,
2142,Phage (phagum) DSM 112906,DSM 112906,DSM 112906,,,,,,
2142,Phage (phagum) DSM 112907,DSM 112907,DSM 112907,,,,,,
2142,Phage (phagum) DSM 112908,DSM 112908,DSM 112908,,,,,,
2142,Phage (phagum) DSM 112909,DSM 112909,DSM 112909,,,,,,
2142,Phage (phagum) DSM 112911,DSM 112911,DSM 112911,,,,,,
2142,Phage (phagum) DSM 112912,DSM 112912,DSM 112912,,,,,,
2142,Phage (phagum) DSM 112913,DSM 112913,DSM 112913,,,,,,
2142,Phage (phagum) DSM 112914,DSM 112914,DSM 112914,,,,,,
2142,Phage (phagum) DSM 112915,DSM 112915,DSM 112915,,,,,,
2142,Phage (phagum) DSM 112916,DSM 112916,DSM 112916,,,,,,
2142,Phage (phagum) DSM 112917,DSM 112917,DSM 112917,,,,,,
2142,Phage (phagum) DSM 112919,DSM 112919,DSM 112919,,,,,,
2142,Phage (phagum) DSM 112918,DSM 112918,DSM 112918,,,,,,
2143,Phage (phagum) DSM 112920,DSM 112920,DSM 112920,,,,,,
2143,Phage (phagum) DSM 112921,DSM 112921,DSM 112921,,,,,,
2143,Phage (phagum) DSM 112922,DSM 112922,DSM 112922,,,,,,
2143,Phage (phagum) DSM 112923,DSM 112923,DSM 112923,,,,,,
2143,Phage (phagum) DSM 112924,DSM 112924,DSM 112924,,,,,,
2143,Phage (phagum) DSM 112925,DSM 112925,DSM 112925,,,,,,
2143,Phage (phagum) DSM 112926,DSM 112926,DSM 112926,,,,,,
2143,Phage (phagum) DSM 112927,DSM 112927,DSM 112927,,,,,,
2143,Phage (phagum) DSM 112928,DSM 112928,DSM 112928,,,,,,
2143,Phage (phagum) DSM 112929,DSM 112929,DSM 112929,,,,,,
2143,Phage (phagum) DSM 112930,DSM 112930,DSM 112930,,,,,,
2143,Phage (phagum) DSM 112931,DSM 112931,DSM 112931,,,,,,
2143,Phage (phagum) DSM 112932,DSM 112932,DSM 112932,,,,,,
2143,Phage (phagum) DSM 112933,DSM 112933,DSM 112933,,,,,,
2143,Phage (phagum) DSM 112934,DSM 112934,DSM 112934,,,,,,
2143,Phage (phagum) DSM 112935,DSM 112935,DSM 112935,,,,,,
2143,Phage (phagum) DSM 112936,DSM 112936,DSM 112936,,,,,,
2143,Phage (phagum) DSM 112937,DSM 112937,DSM 112937,,,,,,
2143,Phage (phagum) DSM 112939,DSM 112939,DSM 112939,,,,,,
2143,Phage (phagum) DSM 112940,DSM 112940,DSM 112940,,,,,,
2144,Phage (phagum) DSM 112941,DSM 112941,DSM 112941,,,,,,
2144,Phage (phagum) DSM 112942,DSM 112942,DSM 112942,,,,,,
2144,Phage (phagum) DSM 112943,DSM 112943,DSM 112943,,,,,,
2144,Phage (phagum) DSM 112944,DSM 112944,DSM 112944,,,,,,
2144,Phage (phagum) DSM 112945,DSM 112945,DSM 112945,,,,,,
2144,Phage (phagum) DSM 112946,DSM 112946,DSM 112946,,,,,,
2144,Phage (phagum) DSM 112947,DSM 112947,DSM 112947,,,,,,
2144,Leeuwenhoekiella parthenopeia DSM 112950,DSM 112950,LMG 32428;DSM 112950,GCF_020782115.1,成功,LMG_Leeuwenhoekiella parthenopeia DSM 112950_WGS_GCF_020782115.1.fasta,MW785572,成功,LMG_Leeuwenhoekiella parthenopeia DSM 112950_16S_MW785572.fasta
2144,Roseinatronobacter domitianus DSM 112951,DSM 112951,LMG 32429;DSM 112951,GCF_023336755.1,成功,LMG_Roseinatronobacter domitianus DSM 112951_WGS_GCF_023336755.1.fasta,MW785571,成功,LMG_Roseinatronobacter domitianus DSM 112951_16S_MW785571.fasta
2144,Solicola  gregarius  DSM 112953,DSM 112953,DSM 112953,GCF_025790165.1,成功,DSM_Solicola  gregarius  DSM 112953_WGS_GCF_025790165.1.fasta,NR_189242,成功,DSM_Solicola  gregarius  DSM 112953_16S_NR_189242.fasta
2144,Alistipes okayasuensis DSM 112987,DSM 112987,DSM 112987,,,,,,
2144,unclassified bacterium DSM 112989,DSM 112989,DSM 112989,,,,,,
2144,Corynebacterium sanguinis DSM 112991,DSM 112991,CCM 8873;NCTC 14287;DSM 112991,GCF_052978365.1,成功,CCM_Corynebacterium sanguinis DSM 112991_WGS_GCF_052978365.1.fasta,MT747969,成功,CCM_Corynebacterium sanguinis DSM 112991_16S_MT747969.fasta
2144,Stenotrophomonas rhizophila DSM 112992,DSM 112992,DSM 112992,,,,,,
2144,Arthrobacter sp. DSM 112999,DSM 112999,DSM 112999,,,,,,
2144,Microbacterium sp. DSM 113000,DSM 113000,DSM 113000,,,,,,
2144,Faecalibacterium hominis DSM 113002,DSM 113002,DSM 113002,GCF_049545105.1,成功,DSM_Faecalibacterium hominis DSM 113002_WGS_GCF_049545105.1.fasta,OK510340,成功,DSM_Faecalibacterium hominis DSM 113002_16S_OK510340.fasta
2144,Anthropogastromicrobium aceti DSM 113003,DSM 113003,DSM 113003,,,,,,
2144,Nocardia sp. DSM 113014,DSM 113014,DSM 113014,,,,,,
2144,Elizabethkingia sp. DSM 113018,DSM 113018,DSM 113018,,,,,,
2145,Segatella sp. DSM 113023,DSM 113023,DSM 113023,,,,,,
2145,Micrococcus luteus DSM 113045,DSM 113045,DSM 113045,,,,,,
2145,Wohlfahrtiimonas chitiniclastica DSM 113046,DSM 113046,DSM 113046,,,,,,
2145,Wohlfahrtiimonas chitiniclastica DSM 113047,DSM 113047,DSM 113047,,,,,,
2145,Salmonella enterica DSM 113054,DSM 113054,DSM 113054;NCTC 14237,GCA_032927915.1,成功,DSM_Salmonella enterica DSM 113054_WGS_GCA_032927915.1.fasta,,,
2145,Salmonella enterica DSM 113060,DSM 113060,DSM 113060;NCTC 14238,,,,,,
2145,Salmonella enterica DSM 113062,DSM 113062,DSM 113062;NCTC 14239,GCA_051769005.1,成功,DSM_Salmonella enterica DSM 113062_WGS_GCA_051769005.1.fasta,,,
2145,Salmonella enterica DSM 113063,DSM 113063,DSM 113063;NCTC 14240,GCA_008200485.1,成功,DSM_Salmonella enterica DSM 113063_WGS_GCA_008200485.1.fasta,,,
2145,Salmonella enterica DSM 113064,DSM 113064,DSM 113064;NCTC 10436,GCA_008853765.1,成功,DSM_Salmonella enterica DSM 113064_WGS_GCA_008853765.1.fasta,,,
2145,Salmonella enterica DSM 113065,DSM 113065,NCTC 10415;DSM 113065,GCA_018338515.1,成功,NCTC_Salmonella enterica DSM 113065_WGS_GCA_018338515.1.fasta,,,
2145,Naganishia albida DSM 113089,DSM 113089,ATCC 10666;NBRC 0378;DSM 113089,GCA_024322255.1,成功,ATCC_Naganishia albida DSM 113089_WGS_GCA_024322255.1.fasta,,,
2145,Rhodococcus pseudokoreensis DSM 113102,DSM 113102,LMG 32444;DSM 113102;CCM 9183,GCF_017068395.1,成功,LMG_Rhodococcus pseudokoreensis DSM 113102_WGS_GCF_017068395.1.fasta,,,
2145,Corynebacterium sanguinis DSM 113105,DSM 113105,DSM 113105,,,,,,
2145,Corynebacterium sanguinis DSM 113106,DSM 113106,DSM 113106,,,,,,
2145,Noviherbaspirillum denitrificans DSM 113107,DSM 113107,DSM 113107,,,,,,
2145,Scleromatobacter humisilvae DSM 113115,DSM 113115,DSM 113115,GCF_023231945.1,成功,DSM_Scleromatobacter humisilvae DSM 113115_WGS_GCF_023231945.1.fasta,NR_189234,成功,DSM_Scleromatobacter humisilvae DSM 113115_16S_NR_189234.fasta
2145,Streptomyces  ortus DSM 113116,DSM 113116,DSM 113116;NCIMB 15405,GCF_026341275.1,成功,DSM_Streptomyces  ortus DSM 113116_WGS_GCF_026341275.1.fasta,ON356026,成功,DSM_Streptomyces  ortus DSM 113116_16S_ON356026.fasta
2145,Veillonella fallax DSM 113117,DSM 113117,DSM 113117,GCF_040094025.1,成功,DSM_Veillonella fallax DSM 113117_WGS_GCF_040094025.1.fasta,OK510322,成功,DSM_Veillonella fallax DSM 113117_16S_OK510322.fasta
2145,Devosia sp. DSM 113118,DSM 113118,DSM 113118,,,,,,
2145,Brevundimonas sp. DSM 113119,DSM 113119,DSM 113119,,,,,,
2146,Herbaspirillum sp. DSM 113120,DSM 113120,DSM 113120,,,,,,
2146,Shinella sp. DSM 113121,DSM 113121,DSM 113121,,,,,,
2146,Bosea sp. DSM 113122,DSM 113122,DSM 113122,,,,,,
2146,Acidovorax sp. DSM 113123,DSM 113123,DSM 113123,,,,,,
2146,Flavobacterium sp. DSM 113124,DSM 113124,DSM 113124,,,,,,
2146,Corynebacterium pseudogenitalium DSM 113154,DSM 113154,CCM 9177;NCTC 11860;DSM 113154;ATCC 33039,GCF_049200345.1,成功,CCM_Corynebacterium pseudogenitalium DSM 113154_WGS_GCF_049200345.1.fasta,X81872,成功,CCM_Corynebacterium pseudogenitalium DSM 113154_16S_X81872.fasta
2146,Corynebacterium genitalium DSM 113155,DSM 113155,ATCC 33030;CCM 9178;DSM 113155;NCTC 11859,GCF_000143825.1,成功,ATCC_Corynebacterium genitalium DSM 113155_WGS_GCF_000143825.1.fasta,HM205109,成功,ATCC_Corynebacterium genitalium DSM 113155_16S_HM205109.fasta
2146,Pseudonocardia sp. DSM 113319,DSM 113319,DSM 113319,,,,,,
2146,Bacillus basilensis DSM 113537,DSM 113537,DSM 113537,GCF_050630465.1,成功,DSM_Bacillus basilensis DSM 113537_WGS_GCF_050630465.1.fasta,,,
2146,Sphingomonas sp. DSM 113475,DSM 113475,DSM 113475,,,,,,
2146,Sphaerotilus uruguayifluvii DSM 113250,DSM 113250,CCM 9043;DSM 113250,GCF_013294065.1,成功,CCM_Sphaerotilus uruguayifluvii DSM 113250_WGS_GCF_013294065.1.fasta,MN007170,成功,CCM_Sphaerotilus uruguayifluvii DSM 113250_16S_MN007170.fasta
2146,Gallintestinimicrobium propionicum DSM 113251,DSM 113251,DSM 113251,,,,,,
2146,Hominenteromicrobium mulieris DSM 113252,DSM 113252,DSM 113252,GCF_046198985.1,成功,DSM_Hominenteromicrobium mulieris DSM 113252_WGS_GCF_046198985.1.fasta,PP977904,成功,DSM_Hominenteromicrobium mulieris DSM 113252_16S_PP977904.fasta
2146,Achromobacter xylosoxidans DSM 113262,DSM 113262,DSM 113262,,,,,,
2146,Achromobacter xylosoxidans DSM 113263,DSM 113263,DSM 113263,,,,,,
2146,Mycobacterium abscessus subsp. abscessus DSM 113269,DSM 113269,DSM 113269,,,,,,
2146,Paenalcaligenes niemegkensis DSM 113270,DSM 113270,DSM 113270,GCF_022230885.1,成功,DSM_Paenalcaligenes niemegkensis DSM 113270_WGS_GCF_022230885.1.fasta,ON900080,成功,DSM_Paenalcaligenes niemegkensis DSM 113270_16S_ON900080.fasta
2146,Hominicoprocola fusiformis DSM 113271,DSM 113271,DSM 113271,GCF_049060425.1,成功,DSM_Hominicoprocola fusiformis DSM 113271_WGS_GCF_049060425.1.fasta,PP977844,成功,DSM_Hominicoprocola fusiformis DSM 113271_16S_PP977844.fasta
2146,Luteimonas fraxinea DSM 113273,DSM 113273,DSM 113273;LMG 32455,GCF_021233355.1,成功,DSM_Luteimonas fraxinea DSM 113273_WGS_GCF_021233355.1.fasta,OM243128,成功,DSM_Luteimonas fraxinea DSM 113273_16S_OM243128.fasta
2146,Achromobacter xylosoxidans DSM 113276,DSM 113276,DSM 113276,,,,,,
2147,Brotolimicola acetigignens DSM 113284,DSM 113284,DSM 113284,,,,,,
2147,Brotaphodocola catenula DSM 113285,DSM 113285,DSM 113285,GCF_040093615.1,成功,DSM_Brotaphodocola catenula DSM 113285_WGS_GCF_040093615.1.fasta,,,
2147,Fusicatenibacter faecihominis DSM 113288,DSM 113288,DSM 113288,GCF_040093575.1,成功,DSM_Fusicatenibacter faecihominis DSM 113288_WGS_GCF_040093575.1.fasta,PP977928,成功,DSM_Fusicatenibacter faecihominis DSM 113288_16S_PP977928.fasta
2147,Wielerella bovis DSM 113289,DSM 113289,DSM 113289,GCF_022354465.1,成功,DSM_Wielerella bovis DSM 113289_WGS_GCF_022354465.1.fasta,NR_181933,成功,DSM_Wielerella bovis DSM 113289_16S_NR_181933.fasta
2147,Enterococcus faecalis DSM 113295,DSM 113295,DSM 113295,,,,,,
2147,Amycolatopsis methanolica DSM 113301,DSM 113301,NBRC 15065;NCIMB 11946;DSM 113301,GCF_000739085.1,成功,NBRC_Amycolatopsis methanolica DSM 113301_WGS_GCF_000739085.1.fasta,NR_041992,成功,NBRC_Amycolatopsis methanolica DSM 113301_16S_NR_041992.fasta
2147,Loktanella aquimaris DSM 113302,DSM 113302,DSM 113302,,,,,,
2147,Limnohabitans radicicola DSM 113303,DSM 113303,DSM 113303,,,,,,
2147,Methanofollis propanolicus DSM 113321,DSM 113321,DSM 113321,,,,MW490723,成功,DSM_Methanofollis propanolicus DSM 113321_16S_MW490723.fasta
2147,Pseudomonas aeruginosa DSM 113322,DSM 113322,DSM 113322,,,,,,
2147,Roseomonas sp. DSM 113323,DSM 113323,DSM 113323,,,,,,
2147,Staphylococcus aureus DSM 113332,DSM 113332,DSM 113332,GCF_037697845.1,成功,DSM_Staphylococcus aureus DSM 113332_WGS_GCF_037697845.1.fasta,,,
2147,Staphylococcus aureus DSM 113333,DSM 113333,DSM 113333,GCA_029683245.1,成功,DSM_Staphylococcus aureus DSM 113333_WGS_GCA_029683245.1.fasta,,,
2147,Furfurilactobacillus milii DSM 113338,DSM 113338,DSM 113338,GCF_009864005.1,成功,DSM_Furfurilactobacillus milii DSM 113338_WGS_GCF_009864005.1.fasta,PQ676089,成功,DSM_Furfurilactobacillus milii DSM 113338_16S_PQ676089.fasta
2147,Corynebacterium pseudogenitalium DSM 113347,DSM 113347,DSM 113347,,,,,,
2147,Corynebacterium genitalium DSM 113349,DSM 113349,DSM 113349,,,,,,
2147,Corynebacterium genitalium DSM 113350,DSM 113350,DSM 113350,,,,,,
2147,Streptomyces pinistramenti  DSM 113360,DSM 113360,DSM 113360,GCF_020564935.1,成功,DSM_Streptomyces pinistramenti  DSM 113360_WGS_GCF_020564935.1.fasta,NR_181887,成功,DSM_Streptomyces pinistramenti  DSM 113360_16S_NR_181887.fasta
2147,Escherichia coli DSM 113367,DSM 113367,DSM 113367,GCA_029445275.1,成功,DSM_Escherichia coli DSM 113367_WGS_GCA_029445275.1.fasta,,,
2147,Mycobacterium salfingeri DSM 113368,DSM 113368,DSM 113368,,,,OM732325,成功,DSM_Mycobacterium salfingeri DSM 113368_16S_OM732325.fasta
2148,Acremonium fusidioides DSM 113381,DSM 113381,DSM 113381,,,,,,
2148,Tenacibaculum aestuarii DSM 113392,DSM 113392,CIP 109328;DSM 113392,,,,,,
2148,Pyrofollis japonicus DSM 113394,DSM 113394,DSM 113394,GCF_033097485.1,成功,DSM_Pyrofollis japonicus DSM 113394_WGS_GCF_033097485.1.fasta,,,
2148,Arsenophonus apicola DSM 113403,DSM 113403,LMG 32504;DSM 113403,GCF_029906405.1,成功,LMG_Arsenophonus apicola DSM 113403_WGS_GCF_029906405.1.fasta,,,
2148,Corynebacterium sp. DSM 113406,DSM 113406,DSM 113406,GCF_027570075.1,成功,DSM_Corynebacterium sp. DSM 113406_WGS_GCF_027570075.1.fasta,OP809560,成功,DSM_Corynebacterium sp. DSM 113406_16S_OP809560.fasta
2148,Corynebacterium sp. DSM 113407,DSM 113407,DSM 113407,GCF_051156475.1,成功,DSM_Corynebacterium sp. DSM 113407_WGS_GCF_051156475.1.fasta,,,
2148,Corynebacterium sp. DSM 113408,DSM 113408,DSM 113408,GCF_032821675.1,成功,DSM_Corynebacterium sp. DSM 113408_WGS_GCF_032821675.1.fasta,OP809568,成功,DSM_Corynebacterium sp. DSM 113408_16S_OP809568.fasta
2148,Corynebacterium sp. DSM 113409,DSM 113409,DSM 113409,GCF_051295335.1,成功,DSM_Corynebacterium sp. DSM 113409_WGS_GCF_051295335.1.fasta,OP809567,成功,DSM_Corynebacterium sp. DSM 113409_16S_OP809567.fasta
2148,Corynebacterium sp. DSM 113410,DSM 113410,DSM 113410,GCF_037850265.1,成功,DSM_Corynebacterium sp. DSM 113410_WGS_GCF_037850265.1.fasta,OP809569,成功,DSM_Corynebacterium sp. DSM 113410_16S_OP809569.fasta
2148,Corynebacterium marquesiae DSM 113411,DSM 113411,DSM 113411,GCF_052497805.1,成功,DSM_Corynebacterium marquesiae DSM 113411_WGS_GCF_052497805.1.fasta,OP809570,成功,DSM_Corynebacterium marquesiae DSM 113411_16S_OP809570.fasta
2148,Corynebacterium sp. DSM 113412,DSM 113412,DSM 113412,GCF_022288805.2,成功,DSM_Corynebacterium sp. DSM 113412_WGS_GCF_022288805.2.fasta,OP817160,成功,DSM_Corynebacterium sp. DSM 113412_16S_OP817160.fasta
2148,Mesorhizobium sp. DSM 113538,DSM 113538,DSM 113538,,,,,,
2148,Actinobacillus minor DSM 113419,DSM 113419,CIP 105314;DSM 113419,GCA_034118945.1,成功,CIP_Actinobacillus minor DSM 113419_WGS_GCA_034118945.1.fasta,EF396296,成功,CIP_Actinobacillus minor DSM 113419_16S_EF396296.fasta
2148,Hominilimicola fabiformis DSM 113452,DSM 113452,DSM 113452,GCF_040094365.1,成功,DSM_Hominilimicola fabiformis DSM 113452_WGS_GCF_040094365.1.fasta,PP977886,成功,DSM_Hominilimicola fabiformis DSM 113452_16S_PP977886.fasta
2148,Desulfoferrobacter suflitae DSM 113455,DSM 113455,DSM 113455,GCF_022603395.1,成功,DSM_Desulfoferrobacter suflitae DSM 113455_WGS_GCF_022603395.1.fasta,NR_184602,成功,DSM_Desulfoferrobacter suflitae DSM 113455_16S_NR_184602.fasta
2148,Hominiventricola filiformis DSM 113464,DSM 113464,DSM 113464,GCF_040093555.1,成功,DSM_Hominiventricola filiformis DSM 113464_WGS_GCF_040093555.1.fasta,,,
2148,Chitinimonas naiadis DSM 113465,DSM 113465,DSM 113465,,,,,,
2148,Fervidibacter sacchari DSM 113467,DSM 113467,DSM 113467,GCF_030520105.1,成功,DSM_Fervidibacter sacchari DSM 113467_WGS_GCF_030520105.1.fasta,,,
2148,Nonomuraea nitratireducens DSM 113468,DSM 113468,DSM 113468,,,,,,
2149,Photocaulis sulfatitolerans DSM 113471,DSM 113471,DSM 113471,,,,NR_181712,成功,DSM_Photocaulis sulfatitolerans DSM 113471_16S_NR_181712.fasta
2149,Fabibacter halotolerans DSM 113472,DSM 113472,DSM 113472,,,,,,
2149,Klebsiella pneumoniae DSM 113479,DSM 113479,DSM 113479,,,,,,
2149,Staphylococcus aureus DSM 113485,DSM 113485,DSM 113485,GCA_011022495.1,成功,DSM_Staphylococcus aureus DSM 113485_WGS_GCA_011022495.1.fasta,,,
2149,Staphylococcus aureus DSM 113486,DSM 113486,DSM 113486,,,,,,
2149,Naganishia tulchinskyi DSM 113487,DSM 113487,DSM 113487,,,,,,
2149,Staphylococcus aureus DSM 113506,DSM 113506,DSM 113506,,,,,,
2149,Staphylococcus aureus DSM 113507,DSM 113507,DSM 113507,GCF_042852805.1,成功,DSM_Staphylococcus aureus DSM 113507_WGS_GCF_042852805.1.fasta,,,
2149,Staphylococcus aureus DSM 113509,DSM 113509,DSM 113509,,,,,,
2149,Staphylococcus aureus DSM 113510,DSM 113510,DSM 113510,,,,,,
2149,Staphylococcus aureus DSM 113511,DSM 113511,DSM 113511,GCF_000562185.1,成功,DSM_Staphylococcus aureus DSM 113511_WGS_GCF_000562185.1.fasta,,,
2149,Staphylococcus aureus DSM 113512,DSM 113512,DSM 113512,,,,,,
2149,Staphylococcus aureus DSM 113513,DSM 113513,DSM 113513,,,,,,
2149,Staphylococcus aureus DSM 113514,DSM 113514,DSM 113514,GCA_028186925.1,成功,DSM_Staphylococcus aureus DSM 113514_WGS_GCA_028186925.1.fasta,,,
2149,Staphylococcus aureus DSM 113515,DSM 113515,DSM 113515,,,,,,
2149,Oscillibacter ruminantium DSM 113516,DSM 113516,NBRC 108824;DSM 113516,GCA_032073045.1,成功,NBRC_Oscillibacter ruminantium DSM 113516_WGS_GCA_032073045.1.fasta,OP862482,成功,NBRC_Oscillibacter ruminantium DSM 113516_16S_OP862482.fasta
2149,Rhizobium sp. DSM 113517,DSM 113517,DSM 113517,,,,,,
2149,Rhodococcus sp. DSM 113518,DSM 113518,DSM 113518,,,,,,
2149,Lysobacter sp. DSM 113522,DSM 113522,DSM 113522,,,,,,
2149,Clostridium folliculivorans DSM 113523,DSM 113523,DSM 113523,GCF_024341925.1,成功,DSM_Clostridium folliculivorans DSM 113523_WGS_GCF_024341925.1.fasta,LC655141,成功,DSM_Clostridium folliculivorans DSM 113523_16S_LC655141.fasta
2150,Brevibacillus sp. DSM 113525,DSM 113525,DSM 113525,,,,,,
2150,Paenibacillus sp. DSM 113526,DSM 113526,DSM 113526,,,,,,
2150,Gottfriedia sp. DSM 113527,DSM 113527,DSM 113527,,,,,,
2150,Staphylococcus aureus DSM 113528,DSM 113528,DSM 113528,,,,,,
2150,Staphylococcus aureus DSM 113529,DSM 113529,DSM 113529,,,,,,
2150,Staphylococcus aureus DSM 113530,DSM 113530,DSM 113530,,,,,,
2150,Staphylococcus aureus DSM 113531,DSM 113531,DSM 113531,GCF_000562225.1,成功,DSM_Staphylococcus aureus DSM 113531_WGS_GCF_000562225.1.fasta,,,
2150,Staphylococcus aureus DSM 113533,DSM 113533,DSM 113533,,,,,,
2150,Staphylococcus aureus DSM 113534,DSM 113534,DSM 113534,,,,,,
