原页码,菌株名称,JCM编号,BacDive链接,WGS_ID,WGS_状态,WGS_文件,16S_ID,16S_状态,16S_文件
1774,Stenotrophomonas JCM 14843,14843,https://bacdive.dsmz.de/strain/161545,N/A,N/A,,EU075218,成功,Stenotrophomonas JCM 14843_16S_EU075218.fasta
1774,Croceicoccus marinus JCM 14846,14846,https://bacdive.dsmz.de/strain/133445,GCA_001661675,成功,Croceicoccus marinus JCM 14846_WGS_GCA_001661675.fasta,EF623998,成功,Croceicoccus marinus JCM 14846_16S_EF623998.fasta
1774,Halogeometricum pallidum JCM 14848,14848,https://bacdive.dsmz.de/strain/134312,GCA_000337095,成功,Halogeometricum pallidum JCM 14848_WGS_GCA_000337095.fasta,AB663429,成功,Halogeometricum pallidum JCM 14848_16S_AB663429.fasta
1774,Halomonas xianhensis JCM 14849,14849,https://bacdive.dsmz.de/strain/133645,GCA_900113605,成功,Halomonas xianhensis JCM 14849_WGS_GCA_900113605.fasta,EF421176,成功,Halomonas xianhensis JCM 14849_16S_EF421176.fasta
1775,Thalassospira xianhensis JCM 14850,14850,https://bacdive.dsmz.de/strain/133545,N/A,N/A,,EU017546,成功,Thalassospira xianhensis JCM 14850_16S_EU017546.fasta
1775,Sphingobacterium siyangense JCM 14866,14866,https://bacdive.dsmz.de/strain/134347,GCA_007830445,成功,Sphingobacterium siyangense JCM 14866_WGS_GCA_007830445.fasta,EU046272,成功,Sphingobacterium siyangense JCM 14866_16S_EU046272.fasta
1775,Campylobacter lari lari JCM 14868,14868,https://bacdive.dsmz.de/strain/136131,GCA_024723595,成功,Campylobacter lari lari JCM 14868_WGS_GCA_024723595.fasta,N/A,N/A,
1775,Thiocapsa subramanianensis JCM 14886,14886,https://bacdive.dsmz.de/strain/161550,N/A,N/A,,AM779060,成功,Thiocapsa subramanianensis JCM 14886_16S_AM779060.fasta
1775,Candida neustonensis JCM 14892,14892,N/A,N/A,N/A,,N/A,N/A,
1775,Yarrowia keelungensis JCM 14894,14894,N/A,N/A,N/A,,N/A,N/A,
1775,Microbacterium deminutum JCM 14901,14901,https://bacdive.dsmz.de/strain/161551,N/A,N/A,,AB234026,成功,Microbacterium deminutum JCM 14901_16S_AB234026.fasta
1775,Microbacterium terricola JCM 14903,14903,https://bacdive.dsmz.de/strain/161552,GCA_025758395,成功,Microbacterium terricola JCM 14903_WGS_GCA_025758395.fasta,AB234025,成功,Microbacterium terricola JCM 14903_16S_AB234025.fasta
1775,Lactobacillus amylovorus JCM 14931,14931,https://bacdive.dsmz.de/strain/161553,N/A,N/A,,LC311070,成功,Lactobacillus amylovorus JCM 14931_16S_LC311070.fasta
1775,Nitratireductor basaltis JCM 14935,14935,https://bacdive.dsmz.de/strain/134362,N/A,N/A,,EU143347,成功,Nitratireductor basaltis JCM 14935_16S_EU143347.fasta
1775,Shewanella basaltis JCM 14937,14937,https://bacdive.dsmz.de/strain/134352,GCA_023283885,成功,Shewanella basaltis JCM 14937_WGS_GCA_023283885.fasta,EU143361,成功,Shewanella basaltis JCM 14937_16S_EU143361.fasta
1775,Grosmannia yunnanensis JCM 14938,14938,N/A,N/A,N/A,,N/A,N/A,
1775,Grosmannia yunnanensis JCM 14939,14939,N/A,N/A,N/A,,N/A,N/A,
1775,Grosmannia yunnanensis JCM 14940,14940,N/A,N/A,N/A,,N/A,N/A,
1775,Grosmannia yunnanensis JCM 14941,14941,N/A,N/A,N/A,,N/A,N/A,
1775,Acinetobacter JCM 14946,14946,https://bacdive.dsmz.de/strain/161554,N/A,N/A,,EU143354,成功,Acinetobacter JCM 14946_16S_EU143354.fasta
1775,Marinomonas communis JCM 14948,14948,https://bacdive.dsmz.de/strain/134351,N/A,N/A,,GU929941,成功,Marinomonas communis JCM 14948_16S_GU929941.fasta
1775,Elusimicrobium minutum JCM 14958,14958,https://bacdive.dsmz.de/strain/161556,GCA_000020145,成功,Elusimicrobium minutum JCM 14958_WGS_GCA_000020145.fasta,AM490846,成功,Elusimicrobium minutum JCM 14958_16S_AM490846.fasta
1775,Zobellella JCM 14965,14965,https://bacdive.dsmz.de/strain/161558,N/A,N/A,,EU143358,成功,Zobellella JCM 14965_16S_EU143358.fasta
1775,Prevotella oulorum JCM 14966,14966,N/A,N/A,N/A,,N/A,N/A,
1776,Sphingobacterium kitahiroshimense JCM 14970,14970,https://bacdive.dsmz.de/strain/134364,N/A,N/A,,AB361248,成功,Sphingobacterium kitahiroshimense JCM 14970_16S_AB361248.fasta
1776,Marinomonas arctica JCM 14976,14976,https://bacdive.dsmz.de/strain/134354,GCA_014645175,成功,Marinomonas arctica JCM 14976_WGS_GCA_014645175.fasta,DQ492749,成功,Marinomonas arctica JCM 14976_16S_DQ492749.fasta
1776,Ambrosiozyma kamigamensis JCM 14990,14990,N/A,N/A,N/A,,N/A,N/A,
1776,Ambrosiozyma kamigamensis JCM 14991,14991,N/A,N/A,N/A,,N/A,N/A,
1776,Ambrosiozyma neoplatypodis JCM 14992,14992,N/A,N/A,N/A,,N/A,N/A,
1776,Pichia rarassimilans JCM 14993,14993,N/A,N/A,N/A,,N/A,N/A,
1776,Candida JCM 14994,14994,N/A,N/A,N/A,,N/A,N/A,
1776,Millerozyma phetchabunensis JCM 14999,14999,N/A,N/A,N/A,,N/A,N/A,
1776,Candida JCM 15000,15000,N/A,N/A,N/A,,N/A,N/A,
1776,Candida JCM 15001,15001,N/A,N/A,N/A,,N/A,N/A,
1776,Candida JCM 15013,15013,N/A,N/A,N/A,,N/A,N/A,
1776,Candida JCM 15017,15017,N/A,N/A,N/A,,N/A,N/A,
1776,Candida JCM 15018,15018,N/A,N/A,N/A,,N/A,N/A,
1776,Ambrosiozyma kashinagicola JCM 15019,15019,N/A,N/A,N/A,,N/A,N/A,
1776,Ambrosiozyma kashinagicola JCM 15020,15020,N/A,N/A,N/A,,N/A,N/A,
1776,Ambrosiozyma kashinagicola JCM 15021,15021,N/A,N/A,N/A,,N/A,N/A,
1776,Candida kashinagacola JCM 15022,15022,N/A,N/A,N/A,,N/A,N/A,
1776,Candida kashinagacola JCM 15023,15023,N/A,N/A,N/A,,N/A,N/A,
1776,Candida pseudovanderkliftii JCM 15024,15024,N/A,N/A,N/A,,N/A,N/A,
1776,Ambrosiozyma pseudovanderkliftii JCM 15025,15025,N/A,N/A,N/A,,N/A,N/A,
1777,Candida pseudovanderkliftii JCM 15026,15026,N/A,N/A,N/A,,N/A,N/A,
1777,Candida pseudovanderkliftii JCM 15027,15027,N/A,N/A,N/A,,N/A,N/A,
1777,Candida pseudovanderkliftii JCM 15028,15028,N/A,N/A,N/A,,N/A,N/A,
1777,Ambrosiozyma vanderkliftii JCM 15029,15029,N/A,N/A,N/A,,N/A,N/A,
1777,Candida vanderkliftii JCM 15030,15030,N/A,N/A,N/A,,N/A,N/A,
1777,Candida vanderkliftii JCM 15031,15031,N/A,N/A,N/A,,N/A,N/A,
1777,Candida vanderkliftii JCM 15032,15032,N/A,N/A,N/A,,N/A,N/A,
1777,Candida vanderkliftii JCM 15033,15033,N/A,N/A,N/A,,N/A,N/A,
1777,Methanopyrus kandleri JCM 15049,15049,https://bacdive.dsmz.de/strain/161561,N/A,N/A,,AB301476,成功,Methanopyrus kandleri JCM 15049_16S_AB301476.fasta
1777,Burkholderia JCM 15050,15050,https://bacdive.dsmz.de/strain/161562,N/A,N/A,,FJ667272,成功,Burkholderia JCM 15050_16S_FJ667272.fasta
1777,Chromobacterium JCM 15051,15051,https://bacdive.dsmz.de/strain/161563,N/A,N/A,,FJ668944,成功,Chromobacterium JCM 15051_16S_FJ668944.fasta
1777,Pantoea ananatis JCM 15056,15056,https://bacdive.dsmz.de/strain/161564,N/A,N/A,,AB304809,成功,Pantoea ananatis JCM 15056_16S_AB304809.fasta
1777,Serratia marcescens JCM 15057,15057,https://bacdive.dsmz.de/strain/161565,N/A,N/A,,AB270613,成功,Serratia marcescens JCM 15057_16S_AB270613.fasta
1777,Leifsonia rubra JCM 15064,15064,https://bacdive.dsmz.de/strain/138800,GCA_000477555,成功,Leifsonia rubra JCM 15064_WGS_GCA_000477555.fasta,AJ438585,成功,Leifsonia rubra JCM 15064_16S_AJ438585.fasta
1777,Haloquadratum JCM 15065,15065,https://bacdive.dsmz.de/strain/161566,N/A,N/A,,GQ375037,成功,Haloquadratum JCM 15065_16S_GQ375037.fasta
1777,Lutaonella thermophila JCM 15069,15069,https://bacdive.dsmz.de/strain/133459,N/A,N/A,,EU287913,成功,Lutaonella thermophila JCM 15069_16S_EU287913.fasta
1777,Roseomonas frigidaquae JCM 15073,15073,https://bacdive.dsmz.de/strain/133456,GCA_013184735,成功,Roseomonas frigidaquae JCM 15073_WGS_GCA_013184735.fasta,EU290160,成功,Roseomonas frigidaquae JCM 15073_16S_EU290160.fasta
1777,Shewanella marina JCM 15074,15074,https://bacdive.dsmz.de/strain/133464,GCA_000614975,成功,Shewanella marina JCM 15074_WGS_GCA_000614975.fasta,EU290154,成功,Shewanella marina JCM 15074_16S_EU290154.fasta
1777,Maritimimonas rapanae JCM 15075,15075,https://bacdive.dsmz.de/strain/133521,N/A,N/A,,EU290161,成功,Maritimimonas rapanae JCM 15075_16S_EU290161.fasta
1777,Deinococcus guangxiensis JCM 15082,15082,https://bacdive.dsmz.de/strain/161567,N/A,N/A,,EU285374,成功,Deinococcus guangxiensis JCM 15082_16S_EU285374.fasta
1778,Pseudidiomarina marina JCM 15083,15083,https://bacdive.dsmz.de/strain/133427,GCA_003987045,成功,Pseudidiomarina marina JCM 15083_WGS_GCA_003987045.fasta,EU423908,成功,Pseudidiomarina marina JCM 15083_16S_EU423908.fasta
1778,Pseudidiomarina tainanensis JCM 15084,15084,https://bacdive.dsmz.de/strain/133426,GCA_004214835,成功,Pseudidiomarina tainanensis JCM 15084_WGS_GCA_004214835.fasta,EU423907,成功,Pseudidiomarina tainanensis JCM 15084_16S_EU423907.fasta
1778,Brevibacillus panacihumi JCM 15086,15086,https://bacdive.dsmz.de/strain/161568,N/A,N/A,,EU383032,成功,Brevibacillus panacihumi JCM 15086_16S_EU383032.fasta
1778,Flavobacterium tiangeerense JCM 15087,15087,https://bacdive.dsmz.de/strain/133486,GCA_007830355,成功,Flavobacterium tiangeerense JCM 15087_WGS_GCA_007830355.fasta,EU036219,成功,Flavobacterium tiangeerense JCM 15087_16S_EU036219.fasta
1778,Sporobolomyces koalae JCM 15098,15098,N/A,N/A,N/A,,N/A,N/A,
1778,Sporobolomyces koalae JCM 15099,15099,N/A,N/A,N/A,,N/A,N/A,
1778,Capulatispora sagittiformis JCM 15100,15100,N/A,N/A,N/A,,N/A,N/A,
1778,Pseudolachnella yakushimensis JCM 15101,15101,N/A,N/A,N/A,,N/A,N/A,
1778,Sphingopyxis macrogoltabida JCM 15108,15108,https://bacdive.dsmz.de/strain/161570,N/A,N/A,,AB372255,成功,Sphingopyxis macrogoltabida JCM 15108_16S_AB372255.fasta
1778,Sphingopyxis macrogoltabida JCM 15109,15109,https://bacdive.dsmz.de/strain/161571,N/A,N/A,,AB372254,成功,Sphingopyxis macrogoltabida JCM 15109_16S_AB372254.fasta
1778,Thiocystis cadagnonensis JCM 15111,15111,https://bacdive.dsmz.de/strain/161572,N/A,N/A,,AM086640,成功,Thiocystis cadagnonensis JCM 15111_16S_AM086640.fasta
1778,Thiocystis chemoclinalis JCM 15112,15112,https://bacdive.dsmz.de/strain/161573,N/A,N/A,,AM086641,成功,Thiocystis chemoclinalis JCM 15112_16S_AM086641.fasta
1778,Paenochrobactrum glaciei JCM 15115,15115,https://bacdive.dsmz.de/strain/134370,N/A,N/A,,AB369864,成功,Paenochrobactrum glaciei JCM 15115_16S_AB369864.fasta
1778,Prevotella falsenii JCM 15121,15121,https://bacdive.dsmz.de/strain/161574,N/A,N/A,,AB429501,成功,Prevotella falsenii JCM 15121_16S_AB429501.fasta
1778,Prevotella falsenii JCM 15122,15122,https://bacdive.dsmz.de/strain/161575,N/A,N/A,,AB429502,成功,Prevotella falsenii JCM 15122_16S_AB429502.fasta
1778,Prevotella falsenii JCM 15123,15123,https://bacdive.dsmz.de/strain/161576,N/A,N/A,,AB429503,成功,Prevotella falsenii JCM 15123_16S_AB429503.fasta
1778,Prevotella falsenii JCM 15125,15125,https://bacdive.dsmz.de/strain/161577,N/A,N/A,,AB429505,成功,Prevotella falsenii JCM 15125_16S_AB429505.fasta
1778,Prevotella falsenii JCM 15126,15126,https://bacdive.dsmz.de/strain/161578,N/A,N/A,,AB429506,成功,Prevotella falsenii JCM 15126_16S_AB429506.fasta
1778,Prevotella falsenii JCM 15127,15127,https://bacdive.dsmz.de/strain/161579,N/A,N/A,,AB429507,成功,Prevotella falsenii JCM 15127_16S_AB429507.fasta
1778,Prevotella falsenii JCM 15128,15128,https://bacdive.dsmz.de/strain/161580,N/A,N/A,,AB429508,成功,Prevotella falsenii JCM 15128_16S_AB429508.fasta
1779,Marinobacterium maritimum JCM 15134,15134,https://bacdive.dsmz.de/strain/133509,N/A,N/A,,EU399548,成功,Marinobacterium maritimum JCM 15134_16S_EU399548.fasta
1779,Marinobacter JCM 15135,15135,https://bacdive.dsmz.de/strain/161581,N/A,N/A,,EU399549,成功,Marinobacter JCM 15135_16S_EU399549.fasta
1779,Isoptericola dokdonensis JCM 15137,15137,https://bacdive.dsmz.de/strain/138458,GCA_001636295,成功,Isoptericola dokdonensis JCM 15137_WGS_GCA_001636295.fasta,DQ387860,成功,Isoptericola dokdonensis JCM 15137_16S_DQ387860.fasta
1779,Aliiglaciecola lipolytica JCM 15139,15139,https://bacdive.dsmz.de/strain/133419,GCA_000314975,成功,Aliiglaciecola lipolytica JCM 15139_WGS_GCA_000314975.fasta,EU183316,成功,Aliiglaciecola lipolytica JCM 15139_16S_EU183316.fasta
1779,Lishizhenia tianjinensis JCM 15141,15141,https://bacdive.dsmz.de/strain/133499,GCA_900116425,成功,Lishizhenia tianjinensis JCM 15141_WGS_GCA_900116425.fasta,EU183317,成功,Lishizhenia tianjinensis JCM 15141_16S_EU183317.fasta
1779,Maritalea mobilis JCM 15144,15144,https://bacdive.dsmz.de/strain/133451,GCA_004363175,成功,Maritalea mobilis JCM 15144_WGS_GCA_004363175.fasta,EU255260,成功,Maritalea mobilis JCM 15144_16S_EU255260.fasta
1779,Microbulbifer donghaiensis JCM 15145,15145,https://bacdive.dsmz.de/strain/133453,GCA_900129095,成功,Microbulbifer donghaiensis JCM 15145_WGS_GCA_900129095.fasta,EU365694,成功,Microbulbifer donghaiensis JCM 15145_16S_EU365694.fasta
1779,Meiothermus cateniformans JCM 15150,15150,https://bacdive.dsmz.de/strain/161582,N/A,N/A,,EU247890,成功,Meiothermus cateniformans JCM 15150_16S_EU247890.fasta
1779,Meiothermus cateniformans JCM 15151,15151,https://bacdive.dsmz.de/strain/133487,GCA_003574045,成功,Meiothermus cateniformans JCM 15151_WGS_GCA_003574045.fasta,EU247891,成功,Meiothermus cateniformans JCM 15151_16S_EU247891.fasta
1779,Thermus arciformis JCM 15152,15152,https://bacdive.dsmz.de/strain/161583,N/A,N/A,,EU247888,成功,Thermus arciformis JCM 15152_16S_EU247888.fasta
1779,Thermus arciformis JCM 15153,15153,https://bacdive.dsmz.de/strain/133484,GCA_900102145,成功,Thermus arciformis JCM 15153_WGS_GCA_900102145.fasta,EU247889,成功,Thermus arciformis JCM 15153_16S_EU247889.fasta
1779,Marinobacter mobilis JCM 15154,15154,https://bacdive.dsmz.de/strain/134085,GCA_900106945,成功,Marinobacter mobilis JCM 15154_WGS_GCA_900106945.fasta,EU293412,成功,Marinobacter mobilis JCM 15154_16S_EU293412.fasta
1779,Marinobacter mobilis JCM 15155,15155,https://bacdive.dsmz.de/strain/161584,N/A,N/A,,EU293411,成功,Marinobacter mobilis JCM 15155_16S_EU293411.fasta
1779,Marinobacter zhejiangensis JCM 15156,15156,https://bacdive.dsmz.de/strain/134086,GCA_900114775,成功,Marinobacter zhejiangensis JCM 15156_WGS_GCA_900114775.fasta,EU293413,成功,Marinobacter zhejiangensis JCM 15156_16S_EU293413.fasta
1779,Legionella nagasakiensis JCM 15315,15315,https://bacdive.dsmz.de/strain/133651,GCA_900639915,成功,Legionella nagasakiensis JCM 15315_WGS_GCA_900639915.fasta,EU701006,成功,Legionella nagasakiensis JCM 15315_16S_EU701006.fasta
1779,Legionella nagasakiensis JCM 15316,15316,https://bacdive.dsmz.de/strain/161585,N/A,N/A,,EU701007,成功,Legionella nagasakiensis JCM 15316_16S_EU701007.fasta
1779,Chromohalobacter salexigens JCM 15323,15323,https://bacdive.dsmz.de/strain/161586,N/A,N/A,,GU172149,成功,Chromohalobacter salexigens JCM 15323_16S_GU172149.fasta
1779,Thermosipho JCM 15324,15324,https://bacdive.dsmz.de/strain/161587,N/A,N/A,,N/A,N/A,
1779,Sarocladium kiliense JCM 15326,15326,N/A,N/A,N/A,,N/A,N/A,
1779,Sarocladium kiliense JCM 15327,15327,N/A,N/A,N/A,,N/A,N/A,
1780,Sarocladium kiliense JCM 15328,15328,N/A,N/A,N/A,,N/A,N/A,
1780,Sarocladium kiliense JCM 15329,15329,N/A,N/A,N/A,,N/A,N/A,
1780,Sarocladium kiliense JCM 15330,15330,N/A,N/A,N/A,,N/A,N/A,
1780,Sarocladium kiliense JCM 15331,15331,N/A,N/A,N/A,,N/A,N/A,
1780,Sarocladium kiliense JCM 15332,15332,N/A,N/A,N/A,,N/A,N/A,
1780,Sarocladium kiliense JCM 15333,15333,N/A,N/A,N/A,,N/A,N/A,
1780,Clonostachys JCM 15334,15334,N/A,N/A,N/A,,N/A,N/A,
1780,Clonostachys JCM 15335,15335,N/A,N/A,N/A,,N/A,N/A,
1780,Cylindrocarpon JCM 15336,15336,N/A,N/A,N/A,,N/A,N/A,
1780,Cylindrocarpon JCM 15337,15337,N/A,N/A,N/A,,N/A,N/A,
1780,Cylindrocarpon JCM 15338,15338,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15339,15339,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15340,15340,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15341,15341,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15342,15342,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15343,15343,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15344,15344,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15345,15345,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15346,15346,N/A,N/A,N/A,,N/A,N/A,
1780,Fusarium JCM 15347,15347,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15348,15348,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15349,15349,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15350,15350,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15351,15351,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15352,15352,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15353,15353,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15354,15354,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15355,15355,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15356,15356,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15357,15357,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15358,15358,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15359,15359,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15360,15360,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15361,15361,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15362,15362,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15363,15363,N/A,N/A,N/A,,N/A,N/A,
1781,Sagenomella griseoviridis JCM 15364,15364,N/A,N/A,N/A,,N/A,N/A,
1781,Fusarium JCM 15365,15365,N/A,N/A,N/A,,N/A,N/A,
1781,Trichoderma JCM 15366,15366,N/A,N/A,N/A,,N/A,N/A,
1781,Trichoderma JCM 15367,15367,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15368,15368,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15369,15369,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15370,15370,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15371,15371,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15372,15372,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15373,15373,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15374,15374,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15375,15375,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15376,15376,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15377,15377,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15378,15378,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15379,15379,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15380,15380,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15381,15381,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15382,15382,N/A,N/A,N/A,,N/A,N/A,
1782,Trichoderma JCM 15383,15383,N/A,N/A,N/A,,N/A,N/A,
1782,Virgibacillus siamensis JCM 15395,15395,https://bacdive.dsmz.de/strain/161588,N/A,N/A,,AB365482,成功,Virgibacillus siamensis JCM 15395_16S_AB365482.fasta
1782,Candida tumulicola JCM 15396,15396,N/A,N/A,N/A,,N/A,N/A,
1782,Candida tumulicola JCM 15397,15397,N/A,N/A,N/A,,N/A,N/A,
1782,Candida tumulicola JCM 15398,15398,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15399,15399,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15400,15400,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15401,15401,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15402,15402,N/A,N/A,N/A,,N/A,N/A,
1783,Yamadazyma tumulicola JCM 15403,15403,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15404,15404,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15405,15405,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15406,15406,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15407,15407,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15408,15408,N/A,N/A,N/A,,N/A,N/A,
1783,Candida tumulicola JCM 15409,15409,N/A,N/A,N/A,,N/A,N/A,
1783,Yamadazyma takamatsuzukensis JCM 15410,15410,N/A,N/A,N/A,,N/A,N/A,
1783,Candida takamatsuzukensis JCM 15411,15411,N/A,N/A,N/A,,N/A,N/A,
1783,Candida takamatsuzukensis JCM 15412,15412,N/A,N/A,N/A,,N/A,N/A,
1783,Candida takamatsuzukensis JCM 15413,15413,N/A,N/A,N/A,,N/A,N/A,
1783,Candida takamatsuzukensis JCM 15414,15414,N/A,N/A,N/A,,N/A,N/A,
1783,Aurantiacibacter gangjinensis JCM 15420,15420,https://bacdive.dsmz.de/strain/133565,GCA_001886695,成功,Aurantiacibacter gangjinensis JCM 15420_WGS_GCA_001886695.fasta,EU428782,成功,Aurantiacibacter gangjinensis JCM 15420_16S_EU428782.fasta
1783,Tenacibaculum crassostreae JCM 15428,15428,https://bacdive.dsmz.de/strain/133479,N/A,N/A,,EU428783,成功,Tenacibaculum crassostreae JCM 15428_16S_EU428783.fasta
1783,Mycobacterium avium JCM 15429,15429,https://bacdive.dsmz.de/strain/161589,N/A,N/A,,LC020093,成功,Mycobacterium avium JCM 15429_16S_LC020093.fasta
1783,Mycobacterium avium JCM 15430,15430,https://bacdive.dsmz.de/strain/161590,N/A,N/A,,LC095876,成功,Mycobacterium avium JCM 15430_16S_LC095876.fasta
1784,Mycobacterium avium JCM 15431,15431,https://bacdive.dsmz.de/strain/161591,N/A,N/A,,U85632,成功,Mycobacterium avium JCM 15431_16S_U85632.fasta
1784,Mycobacterium avium JCM 15432,15432,https://bacdive.dsmz.de/strain/161592,N/A,N/A,,U85632,成功,Mycobacterium avium JCM 15432_16S_U85632.fasta
1784,Bactrodesmium microleucurum JCM 15433,15433,N/A,N/A,N/A,,N/A,N/A,
1784,Canalisporium exiguum JCM 15434,15434,N/A,N/A,N/A,,N/A,N/A,
1784,Acrogenospora altissima JCM 15435,15435,N/A,N/A,N/A,,N/A,N/A,
1784,Spadicoides bambusicola JCM 15436,15436,N/A,N/A,N/A,,N/A,N/A,
1784,Pestalotiopsis maculiformans JCM 15437,15437,N/A,N/A,N/A,,N/A,N/A,
1784,Niabella ginsengisoli JCM 15444,15444,https://bacdive.dsmz.de/strain/133448,GCA_022513635,成功,Niabella ginsengisoli JCM 15444_WGS_GCA_022513635.fasta,EU616816,成功,Niabella ginsengisoli JCM 15444_16S_EU616816.fasta
1784,Ambrosiozyma kamigamensis JCM 15450,15450,N/A,N/A,N/A,,N/A,N/A,
1784,Ambrosiozyma kamigamensis JCM 15451,15451,N/A,N/A,N/A,,N/A,N/A,
1784,Ambrosiozyma kamigamensis JCM 15452,15452,N/A,N/A,N/A,,N/A,N/A,
1784,Ambrosiozyma kamigamensis JCM 15453,15453,N/A,N/A,N/A,,N/A,N/A,
1784,Ambrosiozyma kamigamensis JCM 15454,15454,N/A,N/A,N/A,,N/A,N/A,
1784,Ambrosiozyma kamigamensis JCM 15455,15455,N/A,N/A,N/A,,N/A,N/A,
1784,Ambrosiozyma kamigamensis JCM 15456,15456,N/A,N/A,N/A,,N/A,N/A,
1784,Thiodictyon syntrophicum JCM 15483,15483,N/A,N/A,N/A,,N/A,N/A,
1784,Anoxybacillus JCM 15484,15484,https://bacdive.dsmz.de/strain/161594,N/A,N/A,,EF222231,成功,Anoxybacillus JCM 15484_16S_EF222231.fasta
1784,Thiocapsa JCM 15485,15485,https://bacdive.dsmz.de/strain/161595,N/A,N/A,,AB627083,成功,Thiocapsa JCM 15485_16S_AB627083.fasta
1784,Aequorivita aestuarii JCM 15496,15496,https://bacdive.dsmz.de/strain/133599,N/A,N/A,,EU642844,成功,Aequorivita aestuarii JCM 15496_16S_EU642844.fasta
1784,Polymorphobacter JCM 15504,15504,https://bacdive.dsmz.de/strain/161596,N/A,N/A,,EU642848,成功,Polymorphobacter JCM 15504_16S_EU642848.fasta
1785,Sphingomonas JCM 15505,15505,https://bacdive.dsmz.de/strain/161597,N/A,N/A,,EU642849,成功,Sphingomonas JCM 15505_16S_EU642849.fasta
1785,Commensalibacter intestini JCM 15511,15511,https://bacdive.dsmz.de/strain/161598,N/A,N/A,,EU409601,成功,Commensalibacter intestini JCM 15511_16S_EU409601.fasta
1785,Gluconobacter morbifer JCM 15512,15512,https://bacdive.dsmz.de/strain/161599,N/A,N/A,,EU409602,成功,Gluconobacter morbifer JCM 15512_16S_EU409602.fasta
1785,Desulfovibrio butyratiphilus JCM 15520,15520,https://bacdive.dsmz.de/strain/161601,N/A,N/A,,N/A,N/A,
1785,Marinobacterium sediminicola JCM 15524,15524,https://bacdive.dsmz.de/strain/133471,N/A,N/A,,EU573966,成功,Marinobacterium sediminicola JCM 15524_16S_EU573966.fasta
1785,Psychrobacter fulvigenes JCM 15525,15525,https://bacdive.dsmz.de/strain/133480,N/A,N/A,,AB438958,成功,Psychrobacter fulvigenes JCM 15525_16S_AB438958.fasta
