页码,菌株名称,DSM编号,WGS_ID,WGS_状态,WGS_文件,16S_ID,16S_状态,16S_文件,Complete_ID,Complete_状态,Complete_文件
428,Propionivibrio sp. DSM 16533,DSM 16533,N/A,N/A,,AY643079,成功,Propionivibrio sp. DSM 16533_16S_AY643079.fasta,N/A,N/A,
428,Metabacillus herbersteinensis DSM 16534,DSM 16534,GCF_042433335.1,成功,Metabacillus herbersteinensis DSM 16534_WGS_GCF_042433335.1.fasta,N/A,N/A,,N/A,N/A,
428,Pandoraea apista DSM 16535,DSM 16535,GCF_036553555.1,成功,Pandoraea apista DSM 16535_WGS_GCF_036553555.1.fasta,N/A,N/A,,N/A,N/A,
428,Pandoraea pnomenusa DSM 16536,DSM 16536,GCF_050017075.1,成功,Pandoraea pnomenusa DSM 16536_WGS_GCF_050017075.1.fasta,N/A,N/A,,N/A,N/A,
428,Aquiflexum balticum DSM 16537,DSM 16537,GCA_943367965.1,成功,Aquiflexum balticum DSM 16537_WGS_GCA_943367965.1.fasta,N/A,N/A,,N/A,N/A,
428,Thermococcus coalescens DSM 16538,DSM 16538,N/A,N/A,,AB107767,成功,Thermococcus coalescens DSM 16538_16S_AB107767.fasta,N/A,N/A,
428,Microbacterium sp. DSM 16539,DSM 16539,N/A,N/A,,AJ634953,成功,Microbacterium sp. DSM 16539_16S_AJ634953.fasta,N/A,N/A,
428,Erwinia papayae DSM 16540,DSM 16540,GCF_040741485.1,成功,Erwinia papayae DSM 16540_WGS_GCF_040741485.1.fasta,N/A,N/A,,N/A,N/A,
428,Variovorax paradoxus DSM 16541,DSM 16541,N/A,N/A,,N/A,N/A,,N/A,N/A,
428,Methylopila capsulata DSM 16542,DSM 16542,N/A,N/A,,N/A,N/A,,N/A,N/A,
428,Sphingomonas sp. DSM 16543,DSM 16543,N/A,N/A,,N/A,N/A,,N/A,N/A,
428,Sphingomonas sp. DSM 16544,DSM 16544,N/A,N/A,,N/A,N/A,,N/A,N/A,
428,Dyadobacter fermentans DSM 16545,DSM 16545,N/A,N/A,,N/A,N/A,,N/A,N/A,
428,Dyadobacter sp. DSM 16546,DSM 16546,N/A,N/A,,N/A,N/A,,N/A,N/A,
428,Petrimonas sulfuriphila DSM 16547,DSM 16547,N/A,N/A,,AY570690,成功,Petrimonas sulfuriphila DSM 16547_16S_AY570690.fasta,N/A,N/A,
429,Luteibacter rhizovicinus DSM 16549,DSM 16549,N/A,N/A,,N/A,N/A,,N/A,N/A,
429,Rhodococcus sp. DSM 16550,DSM 16550,N/A,N/A,,N/A,N/A,,N/A,N/A,
429,Burkholderia cenocepacia DSM 16553,DSM 16553,N/A,N/A,,AF148556,成功,Burkholderia cenocepacia DSM 16553_16S_AF148556.fasta,N/A,N/A,
429,Anaerolinea thermolimosa DSM 16554,DSM 16554,N/A,N/A,,AB109437,成功,Anaerolinea thermolimosa DSM 16554_16S_AB109437.fasta,N/A,N/A,
429,Levilinea saccharolytica DSM 16555,DSM 16555,N/A,N/A,,AB109439,成功,Levilinea saccharolytica DSM 16555_16S_AB109439.fasta,N/A,N/A,
429,Leptolinea tardivitalis DSM 16556,DSM 16556,N/A,N/A,,AB109438,成功,Leptolinea tardivitalis DSM 16556_16S_AB109438.fasta,N/A,N/A,
429,Oceanobacillus oncorhynchi subsp. incaldanensis DSM 16557,DSM 16557,GCF_003961745.1,成功,Oceanobacillus oncorhynchi subsp. incaldanensis DSM 16557_WGS_GCF_003961745.1.fasta,N/A,N/A,,N/A,N/A,
429,Aeromonas simiae DSM 16559,DSM 16559,GCF_046084545.1,成功,Aeromonas simiae DSM 16559_WGS_GCF_046084545.1.fasta,N/A,N/A,,N/A,N/A,
429,Alteromonas sp. DSM 16560,DSM 16560,N/A,N/A,,AJ832999,成功,Alteromonas sp. DSM 16560_16S_AJ832999.fasta,N/A,N/A,
429,Marinobacter maritimus DSM 16561,DSM 16561,GCA_047638275.1,成功,Marinobacter maritimus DSM 16561_WGS_GCA_047638275.1.fasta,N/A,N/A,,N/A,N/A,
429,Lentibacillus juripiscarius DSM 16577,DSM 16577,N/A,N/A,,AB127980,成功,Lentibacillus juripiscarius DSM 16577_16S_AB127980.fasta,N/A,N/A,
429,Paracoccus bogoriensis DSM 16578,DSM 16578,N/A,N/A,,AJ580352,成功,Paracoccus bogoriensis DSM 16578_16S_AJ580352.fasta,N/A,N/A,
429,Marinomonas polaris DSM 16579,DSM 16579,GCF_041227765.1,成功,Marinomonas polaris DSM 16579_WGS_GCF_041227765.1.fasta,N/A,N/A,,N/A,N/A,
429,Vibrio hispanicus DSM 16580,DSM 16580,N/A,N/A,,OR691409,成功,Vibrio hispanicus DSM 16580_16S_OR691409.fasta,N/A,N/A,
429,Aminiphilus circumscriptus DSM 16581,DSM 16581,N/A,N/A,,AY642589,成功,Aminiphilus circumscriptus DSM 16581_16S_AY642589.fasta,N/A,N/A,
429,Pandoraea pulmonicola DSM 16583,DSM 16583,GCF_900454575.1,成功,Pandoraea pulmonicola DSM 16583_WGS_GCF_900454575.1.fasta,N/A,N/A,,N/A,N/A,
429,Burkholderia stabilis DSM 16586,DSM 16586,GCF_965112625.1,成功,Burkholderia stabilis DSM 16586_WGS_GCF_965112625.1.fasta,N/A,N/A,,N/A,N/A,
429,Prevotella multiformis DSM 16608,DSM 16608,N/A,N/A,,AB182483,成功,Prevotella multiformis DSM 16608_16S_AB182483.fasta,N/A,N/A,
429,Klebsiella pneumoniae DSM 16609,DSM 16609,N/A,N/A,,N/A,N/A,,N/A,N/A,
429,Pseudomonas koreensis DSM 16610,DSM 16610,GCF_900101415.1,成功,Pseudomonas koreensis DSM 16610_WGS_GCF_900101415.1.fasta,N/A,N/A,,N/A,N/A,
430,Pseudomonas umsongensis DSM 16611,DSM 16611,N/A,N/A,,AF468450,成功,Pseudomonas umsongensis DSM 16611_16S_AF468450.fasta,N/A,N/A,
430,Pseudomonas jinjuensis DSM 16612,DSM 16612,GCF_002091655.1,成功,Pseudomonas jinjuensis DSM 16612_WGS_GCF_002091655.1.fasta,N/A,N/A,,N/A,N/A,
430,Clostridium intestinale DSM 16614,DSM 16614,N/A,N/A,,AM158323,成功,Clostridium intestinale DSM 16614_16S_AM158323.fasta,N/A,N/A,
430,Cellvibrio ostraviensis DSM 16616,DSM 16616,N/A,N/A,,OR262793,成功,Cellvibrio ostraviensis DSM 16616_16S_OR262793.fasta,N/A,N/A,
430,Acinetobacter parvus DSM 16617,DSM 16617,N/A,N/A,,AJ293691,成功,Acinetobacter parvus DSM 16617_16S_AJ293691.fasta,N/A,N/A,
430,Kerstersia gyiorum DSM 16618,DSM 16618,GCF_008801725.1,成功,Kerstersia gyiorum DSM 16618_WGS_GCF_008801725.1.fasta,N/A,N/A,,N/A,N/A,
430,Acidovorax valerianellae DSM 16619,DSM 16619,GCF_028069635.1,成功,Acidovorax valerianellae DSM 16619_WGS_GCF_028069635.1.fasta,N/A,N/A,,N/A,N/A,
430,Balneatrix alpica DSM 16621,DSM 16621,JHUZ00000000,成功,Balneatrix alpica DSM 16621_WGS_JHUZ00000000.fasta,OP800193,成功,Balneatrix alpica DSM 16621_16S_OP800193.fasta,N/A,N/A,
430,Geomonas bemidjiensis DSM 16622,DSM 16622,N/A,N/A,,AY187307,成功,Geomonas bemidjiensis DSM 16622_16S_AY187307.fasta,CP001124,成功,Geomonas bemidjiensis DSM 16622_Complete_CP001124.fasta
430,Bradyrhizobium canariense DSM 16623,DSM 16623,GCA_045811605.1,成功,Bradyrhizobium canariense DSM 16623_WGS_GCA_045811605.1.fasta,N/A,N/A,,N/A,N/A,
430,Tepidimicrobium ferriphilum DSM 16624,DSM 16624,N/A,N/A,,AY656718,成功,Tepidimicrobium ferriphilum DSM 16624_16S_AY656718.fasta,N/A,N/A,
430,Methanococcoides methylutens DSM 16625,DSM 16625,N/A,N/A,,FJ477324,成功,Methanococcoides methylutens DSM 16625_16S_FJ477324.fasta,N/A,N/A,
430,Ornithinibacillus californiensis DSM 16628,DSM 16628,LDUE00000000,成功,Ornithinibacillus californiensis DSM 16628_WGS_LDUE00000000.fasta,AF326365,成功,Ornithinibacillus californiensis DSM 16628_16S_AF326365.fasta,N/A,N/A,
430,Thiobacter subterraneus DSM 16629,DSM 16629,N/A,N/A,,AB180657,成功,Thiobacter subterraneus DSM 16629_16S_AB180657.fasta,N/A,N/A,
430,Leptotrichia amnionii DSM 16630,DSM 16630,N/A,N/A,,N/A,N/A,,N/A,N/A,
430,Sneathia vaginalis DSM 16631,DSM 16631,GCF_051912565.1,成功,Sneathia vaginalis DSM 16631_WGS_GCF_051912565.1.fasta,N/A,N/A,,N/A,N/A,
430,Methanobrevibacter olleyae DSM 16632,DSM 16632,FOTL00000000,成功,Methanobrevibacter olleyae DSM 16632_WGS_FOTL00000000.fasta,AY615201,成功,Methanobrevibacter olleyae DSM 16632_16S_AY615201.fasta,N/A,N/A,
430,Ligilactobacillus apodemi DSM 16634,DSM 16634,AZFT00000000,成功,Ligilactobacillus apodemi DSM 16634_WGS_AZFT00000000.fasta,AJ871178,成功,Ligilactobacillus apodemi DSM 16634_16S_AJ871178.fasta,N/A,N/A,
430,Ligilactobacillus apodemi DSM 16635,DSM 16635,N/A,N/A,,N/A,N/A,,N/A,N/A,
430,Citrobacter rodentium DSM 16636,DSM 16636,GCF_004765685.1,成功,Citrobacter rodentium DSM 16636_WGS_GCF_004765685.1.fasta,N/A,N/A,,N/A,N/A,
431,Sphingobium fuliginis DSM 16637,DSM 16637,GCF_006363875.1,成功,Sphingobium fuliginis DSM 16637_WGS_GCF_006363875.1.fasta,N/A,N/A,,N/A,N/A,
431,Sphingobium chungbukense DSM 16638,DSM 16638,N/A,N/A,,AF159257,成功,Sphingobium chungbukense DSM 16638_16S_AF159257.fasta,N/A,N/A,
431,Vibrio gallicus DSM 16639,DSM 16639,GCF_024346875.1,成功,Vibrio gallicus DSM 16639_WGS_GCF_024346875.1.fasta,N/A,N/A,,N/A,N/A,
431,Legionella micdadei DSM 16640,DSM 16640,GCF_047976885.1,成功,Legionella micdadei DSM 16640_WGS_GCF_047976885.1.fasta,N/A,N/A,,N/A,N/A,
431,Legionella gormanii DSM 16641,DSM 16641,GCF_001648685.1,成功,Legionella gormanii DSM 16641_WGS_GCF_001648685.1.fasta,N/A,N/A,,N/A,N/A,
431,Legionella maceachernii DSM 16642,DSM 16642,N/A,N/A,,NR_041790,成功,Legionella maceachernii DSM 16642_16S_NR_041790.fasta,N/A,N/A,
431,Thermosediminibacter oceani DSM 16646,DSM 16646,N/A,N/A,,AY703478,成功,Thermosediminibacter oceani DSM 16646_16S_AY703478.fasta,CP002131,成功,Thermosediminibacter oceani DSM 16646_Complete_CP002131.fasta
431,Thermosediminibacter litoriperuensis DSM 16647,DSM 16647,N/A,N/A,,AY703479,成功,Thermosediminibacter litoriperuensis DSM 16647_16S_AY703479.fasta,N/A,N/A,
431,Ligilactobacillus apodemi DSM 16648,DSM 16648,N/A,N/A,,N/A,N/A,,N/A,N/A,
431,Ligilactobacillus apodemi DSM 16649,DSM 16649,N/A,N/A,,N/A,N/A,,N/A,N/A,
431,Acidiplasma cupricumulans DSM 16651,DSM 16651,N/A,N/A,,AY907888,成功,Acidiplasma cupricumulans DSM 16651_16S_AY907888.fasta,N/A,N/A,
431,Sporomusa rhizae DSM 16652,DSM 16652,N/A,N/A,,AM158322,成功,Sporomusa rhizae DSM 16652_16S_AM158322.fasta,CP156925,成功,Sporomusa rhizae DSM 16652_Complete_CP156925.fasta
431,Clostridium sp. DSM 16654,DSM 16654,N/A,N/A,,AY551086,成功,Clostridium sp. DSM 16654_16S_AY551086.fasta,N/A,N/A,
431,Hoeflea alexandrii DSM 16655,DSM 16655,N/A,N/A,,AJ786600,成功,Hoeflea alexandrii DSM 16655_16S_AJ786600.fasta,N/A,N/A,
431,Kosakonia radicincitans DSM 16656,DSM 16656,AKYD00000000,成功,Kosakonia radicincitans DSM 16656_WGS_AKYD00000000.fasta,AY563134,成功,Kosakonia radicincitans DSM 16656_16S_AY563134.fasta,N/A,N/A,
431,Enterobacter cloacae subsp. dissolvens DSM 16657,DSM 16657,GCF_009660455.1,成功,Enterobacter cloacae subsp. dissolvens DSM 16657_WGS_GCF_009660455.1.fasta,N/A,N/A,,N/A,N/A,
431,Caminibacter mediatlanticus DSM 16658,DSM 16658,N/A,N/A,,AY691430,成功,Caminibacter mediatlanticus DSM 16658_16S_AY691430.fasta,N/A,N/A,
431,Cryptococcus vishniacii DSM 16659,DSM 16659,N/A,N/A,,N/A,N/A,,N/A,N/A,
431,Aspergillus glaucus DSM 16660,DSM 16660,N/A,N/A,,N/A,N/A,,N/A,N/A,
431,Thioreductor micantisoli DSM 16661,DSM 16661,N/A,N/A,,AB175498,成功,Thioreductor micantisoli DSM 16661_16S_AB175498.fasta,N/A,N/A,
432,Komagataeibacter rhaeticus DSM 16663,DSM 16663,GCF_003207855.1,成功,Komagataeibacter rhaeticus DSM 16663_WGS_GCF_003207855.1.fasta,N/A,N/A,,N/A,N/A,
432,Rhodothermus marinus DSM 16675,DSM 16675,N/A,N/A,,N/A,N/A,,N/A,N/A,
432,Patulibacter americanus DSM 16676,DSM 16676,ATUD00000000,成功,Patulibacter americanus DSM 16676_WGS_ATUD00000000.fasta,N/A,N/A,,N/A,N/A,
432,Patulibacter americanus DSM 16677,DSM 16677,N/A,N/A,,N/A,N/A,,N/A,N/A,
432,Modestobacter versicolor DSM 16678,DSM 16678,JACIBU000000000,成功,Modestobacter versicolor DSM 16678_WGS_JACIBU000000000.fasta,N/A,N/A,,N/A,N/A,
432,Megalodesulfovibrio paquesii DSM 16681,DSM 16681,N/A,N/A,,DQ447183,成功,Megalodesulfovibrio paquesii DSM 16681_16S_DQ447183.fasta,N/A,N/A,
432,Kribbella lupini DSM 16683,DSM 16683,GCF_039529595.1,成功,Kribbella lupini DSM 16683_WGS_GCF_039529595.1.fasta,N/A,N/A,,N/A,N/A,
432,Rubellimicrobium thermophilum DSM 16684,DSM 16684,N/A,N/A,,AJ844281,成功,Rubellimicrobium thermophilum DSM 16684_16S_AJ844281.fasta,N/A,N/A,
432,Rubellimicrobium sp. DSM 16685,DSM 16685,N/A,N/A,,AJ505840,成功,Rubellimicrobium sp. DSM 16685_16S_AJ505840.fasta,N/A,N/A,
432,Rubellimicrobium sp. DSM 16686,DSM 16686,N/A,N/A,,AJ844283,成功,Rubellimicrobium sp. DSM 16686_16S_AJ844283.fasta,N/A,N/A,
432,Enterobacter hormaechei subsp. oharae DSM 16687,DSM 16687,N/A,N/A,,AJ853889,成功,Enterobacter hormaechei subsp. oharae DSM 16687_16S_AJ853889.fasta,N/A,N/A,
432,Enterobacter ludwigii DSM 16688,DSM 16688,N/A,N/A,,NR_042349,成功,Enterobacter ludwigii DSM 16688_16S_NR_042349.fasta,N/A,N/A,
432,Agromyces subbeticus DSM 16689,DSM 16689,ATXG00000000,成功,Agromyces subbeticus DSM 16689_WGS_ATXG00000000.fasta,AY737778,成功,Agromyces subbeticus DSM 16689_16S_AY737778.fasta,N/A,N/A,
432,Enterobacter roggenkampii DSM 16690,DSM 16690,N/A,N/A,,N/A,N/A,,NZ_CP017184,成功,Enterobacter roggenkampii DSM 16690_Complete_NZ_CP017184.fasta
432,Enterobacter hormaechei subsp. steigerwaltii DSM 16691,DSM 16691,N/A,N/A,,AJ853890,成功,Enterobacter hormaechei subsp. steigerwaltii DSM 16691_16S_AJ853890.fasta,N/A,N/A,
432,Afipia felis DSM 16694,DSM 16694,N/A,N/A,,N/A,N/A,,N/A,N/A,
432,Solidesulfovibrio aerotolerans DSM 16695,DSM 16695,N/A,N/A,,AY746987,成功,Solidesulfovibrio aerotolerans DSM 16695_16S_AY746987.fasta,N/A,N/A,
432,Thermodesulfomicrobium thermophilum DSM 16697,DSM 16697,N/A,N/A,,AY464939,成功,Thermodesulfomicrobium thermophilum DSM 16697_16S_AY464939.fasta,N/A,N/A,
432,Lactobacillus amylovorus subsp. animalium DSM 16698,DSM 16698,JQBQ00000000,成功,Lactobacillus amylovorus subsp. animalium DSM 16698_WGS_JQBQ00000000.fasta,AY700063,成功,Lactobacillus amylovorus subsp. animalium DSM 16698_16S_AY700063.fasta,N/A,N/A,
432,Nocardioides alkalitolerans DSM 16699,DSM 16699,AUFN00000000,成功,Nocardioides alkalitolerans DSM 16699_WGS_AUFN00000000.fasta,AY633969,成功,Nocardioides alkalitolerans DSM 16699_16S_AY633969.fasta,N/A,N/A,
433,Caenibius tardaugens DSM 16702,DSM 16702,GCF_003860345.1,成功,Caenibius tardaugens DSM 16702_WGS_GCF_003860345.1.fasta,N/A,N/A,,N/A,N/A,
433,Massilia sp. DSM 16703,DSM 16703,N/A,N/A,,N/A,N/A,,N/A,N/A,
433,Viridibacillus arvi DSM 16704,DSM 16704,N/A,N/A,,AY266991,成功,Viridibacillus arvi DSM 16704_16S_AY266991.fasta,N/A,N/A,
433,Acidilobus saccharovorans DSM 16705,DSM 16705,N/A,N/A,,AY350586,成功,Acidilobus saccharovorans DSM 16705_16S_AY350586.fasta,CP001742,成功,Acidilobus saccharovorans DSM 16705_Complete_CP001742.fasta
433,Syntrophobacterium sulfatireducens DSM 16706,DSM 16706,N/A,N/A,,AY651787,成功,Syntrophobacterium sulfatireducens DSM 16706_16S_AY651787.fasta,N/A,N/A,
433,Massilia sp. DSM 16707,DSM 16707,N/A,N/A,,N/A,N/A,,N/A,N/A,
433,Dyadobacter crusticola DSM 16708,DSM 16708,JNJB00000000,成功,Dyadobacter crusticola DSM 16708_WGS_JNJB00000000.fasta,N/A,N/A,,N/A,N/A,
433,Samsonia erythrinae DSM 16730,DSM 16730,GCF_042431635.1,成功,Samsonia erythrinae DSM 16730_WGS_GCF_042431635.1.fasta,N/A,N/A,,N/A,N/A,
433,Halalkalibacter hemicellulosilyticus DSM 16731,DSM 16731,GCF_001315065.1,成功,Halalkalibacter hemicellulosilyticus DSM 16731_WGS_GCF_001315065.1.fasta,N/A,N/A,,N/A,N/A,
433,Pseudomonas mediterranea DSM 16733,DSM 16733,GCF_977014025.1,成功,Pseudomonas mediterranea DSM 16733_WGS_GCF_977014025.1.fasta,N/A,N/A,,N/A,N/A,
433,Pseudomonas costantinii DSM 16734,DSM 16734,GCF_013386225.1,成功,Pseudomonas costantinii DSM 16734_WGS_GCF_013386225.1.fasta,N/A,N/A,,N/A,N/A,
433,Pseudomonas tremae DSM 16744,DSM 16744,GCF_001401155.1,成功,Pseudomonas tremae DSM 16744_WGS_GCF_001401155.1.fasta,N/A,N/A,,N/A,N/A,
433,Acidovorax anthurii DSM 16745,DSM 16745,N/A,N/A,,LN849457,成功,Acidovorax anthurii DSM 16745_16S_LN849457.fasta,N/A,N/A,
433,Belnapia moabensis DSM 16746,DSM 16746,N/A,N/A,,N/A,N/A,,N/A,N/A,
433,Ligilactobacillus apodemi DSM 16748,DSM 16748,N/A,N/A,,N/A,N/A,,N/A,N/A,
433,Desulfonatronum cooperativum DSM 16749,DSM 16749,N/A,N/A,,AY725424,成功,Desulfonatronum cooperativum DSM 16749_16S_AY725424.fasta,N/A,N/A,
433,Ureibacillus suwonensis DSM 16752,DSM 16752,GCF_042655065.1,成功,Ureibacillus suwonensis DSM 16752_WGS_GCF_042655065.1.fasta,N/A,N/A,,N/A,N/A,
433,Ureibacillus suwonensis DSM 16753,DSM 16753,N/A,N/A,,N/A,N/A,,N/A,N/A,
433,Arthrobacter koreensis DSM 16760,DSM 16760,8992,成功,Arthrobacter koreensis DSM 16760_WGS_8992.fasta,AY116496,成功,Arthrobacter koreensis DSM 16760_16S_AY116496.fasta,N/A,N/A,
433,Lactobacillus kitasatonis DSM 16761,DSM 16761,AZFU00000000,成功,Lactobacillus kitasatonis DSM 16761_WGS_AZFU00000000.fasta,AB107638,成功,Lactobacillus kitasatonis DSM 16761_16S_AB107638.fasta,N/A,N/A,
434,Microbacterium sp. DSM 16766,DSM 16766,N/A,N/A,,N/A,N/A,,N/A,N/A,
434,Ruminococcus sp. DSM 16767,DSM 16767,N/A,N/A,,AJ629068,成功,Ruminococcus sp. DSM 16767_16S_AJ629068.fasta,N/A,N/A,
434,Pseudomonas lini DSM 16768,DSM 16768,GCA_042685685.1,成功,Pseudomonas lini DSM 16768_WGS_GCA_042685685.1.fasta,N/A,N/A,,N/A,N/A,
434,Chryseobacterium balustinum DSM 16775,DSM 16775,GCF_049959445.1,成功,Chryseobacterium balustinum DSM 16775_WGS_GCF_049959445.1.fasta,N/A,N/A,,N/A,N/A,
434,Chryseobacterium gleum DSM 16776,DSM 16776,NZ_ACKQ00000000,失败,,AY468449,成功,Chryseobacterium gleum DSM 16776_16S_AY468449.fasta,N/A,N/A,
434,Chryseobacterium indologenes DSM 16777,DSM 16777,N/A,N/A,,LN681561,成功,Chryseobacterium indologenes DSM 16777_16S_LN681561.fasta,N/A,N/A,
434,Chryseobacterium indoltheticum DSM 16778,DSM 16778,N/A,N/A,,AY468448,成功,Chryseobacterium indoltheticum DSM 16778_16S_AY468448.fasta,N/A,N/A,
434,Chryseobacterium scophthalmum DSM 16779,DSM 16779,GCF_046735985.1,成功,Chryseobacterium scophthalmum DSM 16779_WGS_GCF_046735985.1.fasta,N/A,N/A,,N/A,N/A,
434,Zoogloea resiniphila DSM 16780,DSM 16780,N/A,N/A,,AJ011506,成功,Zoogloea resiniphila DSM 16780_16S_AJ011506.fasta,N/A,N/A,
434,Bergeyella zoohelcum DSM 16783,DSM 16783,N/A,N/A,,NR_104718,成功,Bergeyella zoohelcum DSM 16783_16S_NR_104718.fasta,NZ_AGYA00000000,失败,
434,Breznakia pachnodae DSM 16784,DSM 16784,N/A,N/A,,AJ629069,成功,Breznakia pachnodae DSM 16784_16S_AJ629069.fasta,N/A,N/A,
434,Marinitoga hydrogenitolerans DSM 16785,DSM 16785,N/A,N/A,,AJ786363,成功,Marinitoga hydrogenitolerans DSM 16785_16S_AJ786363.fasta,N/A,N/A,
434,Treponema sp. DSM 16787,DSM 16787,N/A,N/A,,Category A1,成功,Treponema sp. DSM 16787_16S_Category A1.fasta,N/A,N/A,
434,Treponema sp. DSM 16788,DSM 16788,GCF_042465945.1,成功,Treponema sp. DSM 16788_WGS_GCF_042465945.1.fasta,N/A,N/A,,N/A,N/A,
434,Treponema sp. DSM 16789,DSM 16789,GCF_000775995.1,成功,Treponema sp. DSM 16789_WGS_GCF_000775995.1.fasta,N/A,N/A,,N/A,N/A,
434,Haloquadratum walsbyi DSM 16790,DSM 16790,N/A,N/A,,N/A,N/A,,AM180088,成功,Haloquadratum walsbyi DSM 16790_Complete_AM180088.fasta
434,Hoeflea marina DSM 16791,DSM 16791,GCF_003182275.1,成功,Hoeflea marina DSM 16791_WGS_GCF_003182275.1.fasta,N/A,N/A,,N/A,N/A,
434,Sphingomonas desiccabilis DSM 16792,DSM 16792,N/A,N/A,,N/A,N/A,,N/A,N/A,
434,Exophiala crusticola DSM 16793,DSM 16793,N/A,N/A,,N/A,N/A,,N/A,N/A,
434,Xanthomonas cynarae DSM 16794,DSM 16794,GCF_002939985.1,成功,Xanthomonas cynarae DSM 16794_WGS_GCF_002939985.1.fasta,N/A,N/A,,N/A,N/A,
435,Intestinibacter bartlettii DSM 16795,DSM 16795,N/A,N/A,,AY438672,成功,Intestinibacter bartlettii DSM 16795_16S_AY438672.fasta,N/A,N/A,
435,Sporacetigenium mesophilum DSM 16796,DSM 16796,N/A,N/A,,AY682207,成功,Sporacetigenium mesophilum DSM 16796_16S_AY682207.fasta,N/A,N/A,
435,Nonlabens xylanidelens DSM 16809,DSM 16809,N/A,N/A,,AF493688,成功,Nonlabens xylanidelens DSM 16809_16S_AF493688.fasta,N/A,N/A,
435,Maribacter sp. DSM 16810,DSM 16810,N/A,N/A,,AF493682,成功,Maribacter sp. DSM 16810_16S_AF493682.fasta,N/A,N/A,
435,Chryseobacterium tenax DSM 16811,DSM 16811,GCF_000428485.1,成功,Chryseobacterium tenax DSM 16811_WGS_GCF_000428485.1.fasta,N/A,N/A,,N/A,N/A,
435,Labrys methylaminiphilus DSM 16812,DSM 16812,N/A,N/A,,N/A,N/A,,N/A,N/A,
435,Borrelia spielmanii DSM 16813,DSM 16813,N/A,N/A,,AY147008,成功,Borrelia spielmanii DSM 16813_16S_AY147008.fasta,N/A,N/A,
435,Bacillus sp. DSM 16815,DSM 16815,N/A,N/A,,AY762974,成功,Bacillus sp. DSM 16815_16S_AY762974.fasta,N/A,N/A,
435,Lentibacillus salis DSM 16817,DSM 16817,N/A,N/A,,MK898864,成功,Lentibacillus salis DSM 16817_16S_MK898864.fasta,N/A,N/A,
435,Bacillus sp. DSM 16818,DSM 16818,N/A,N/A,,AY762977,成功,Bacillus sp. DSM 16818_16S_AY762977.fasta,N/A,N/A,
435,Bacillus sp. DSM 16819,DSM 16819,N/A,N/A,,AY762978,成功,Bacillus sp. DSM 16819_16S_AY762978.fasta,N/A,N/A,
435,Virgibacillus sp. DSM 16820,DSM 16820,N/A,N/A,,AY762979,成功,Virgibacillus sp. DSM 16820_16S_AY762979.fasta,N/A,N/A,
435,Gracilibacillus sp. DSM 16821,DSM 16821,N/A,N/A,,AY762980,成功,Gracilibacillus sp. DSM 16821_16S_AY762980.fasta,N/A,N/A,
435,Pseudomonas cannabina DSM 16822,DSM 16822,GCF_048406835.1,成功,Pseudomonas cannabina DSM 16822_WGS_GCF_048406835.1.fasta,N/A,N/A,,N/A,N/A,
435,Fluviicola taffensis DSM 16823,DSM 16823,N/A,N/A,,AF493694,成功,Fluviicola taffensis DSM 16823_16S_AF493694.fasta,N/A,N/A,
435,Aeromicrobium alkaliterrae DSM 16824,DSM 16824,GCF_039529015.1,成功,Aeromicrobium alkaliterrae DSM 16824_WGS_GCF_039529015.1.fasta,N/A,N/A,,N/A,N/A,
435,Pseudomonas palleroniana DSM 16825,DSM 16825,N/A,N/A,,8663,成功,Pseudomonas palleroniana DSM 16825_16S_8663.fasta,N/A,N/A,
435,Virgibacillus dokdonensis DSM 16826,DSM 16826,GCF_036543105.1,成功,Virgibacillus dokdonensis DSM 16826_WGS_GCF_036543105.1.fasta,N/A,N/A,,N/A,N/A,
435,Mammaliicoccus sciuri DSM 16827,DSM 16827,N/A,N/A,,AB233332,成功,Mammaliicoccus sciuri DSM 16827_16S_AB233332.fasta,N/A,N/A,
435,Streptococcus agalactiae DSM 16828,DSM 16828,N/A,N/A,,AH006153,成功,Streptococcus agalactiae DSM 16828_16S_AH006153.fasta,N/A,N/A,
436,Streptococcus ovis DSM 16829,DSM 16829,GCF_053204205.1,成功,Streptococcus ovis DSM 16829_WGS_GCF_053204205.1.fasta,N/A,N/A,,N/A,N/A,
436,Streptococcus urinalis DSM 16830,DSM 16830,N/A,N/A,,DQ303194,成功,Streptococcus urinalis DSM 16830_16S_DQ303194.fasta,N/A,N/A,
436,Streptococcus gallolyticus subsp. gallolyticus DSM 16831,DSM 16831,N/A,N/A,,AF104114,成功,Streptococcus gallolyticus subsp. gallolyticus DSM 16831_16S_AF104114.fasta,AP012053,成功,Streptococcus gallolyticus subsp. gallolyticus DSM 16831_Complete_AP012053.fasta
436,Halothiobacillus neapolitanus DSM 16832,DSM 16832,N/A,N/A,,AY686547,成功,Halothiobacillus neapolitanus DSM 16832_16S_AY686547.fasta,N/A,N/A,
436,Roseburia hominis DSM 16839,DSM 16839,N/A,N/A,,AJ270482,成功,Roseburia hominis DSM 16839_16S_AJ270482.fasta,CP003040,成功,Roseburia hominis DSM 16839_Complete_CP003040.fasta
436,Roseburia faecis DSM 16840,DSM 16840,GCF_049273875.1,成功,Roseburia faecis DSM 16840_WGS_GCF_049273875.1.fasta,N/A,N/A,,N/A,N/A,
